VENTLUNG,MINVOLSET,DISCONNECT,VENTMACH,PRESS,FIO2,PVSAT,EXPCO2,HREKG,ERRCAUTER,HRBP,ERRLOWOUTPUT,MINVOL,KINKEDTUBE,STROKEVOLUME,LVFAILURE,LVEDVOLUME,HYPOVOLEMIA,HRSAT,HISTORY,ANAPHYLAXIS,PAP,INTUBATION,VENTTUBE,VENTALV,CATECHOL,ARTCO2,HR,CO,BP,TPR,PCWP,INSUFFANESTH,SHUNT,PULMEMBOLUS,CVP,SAO2
LOW,NORMAL,TRUE,NORMAL,HIGH,NORMAL,LOW,ZERO,LOW,FALSE,LOW,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,FALSE,FALSE,NORMAL,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,FALSE,NORMAL,FALSE,NORMAL,LOW
LOW,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,NORMAL,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,LOW,TRUE,LOW,FALSE,HIGH,TRUE,FALSE,NORMAL,ONESIDED,LOW,LOW,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,LOW,FALSE,HIGH,FALSE,LOW,LOW
ZERO,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,FALSE,HIGH,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,HIGH,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,TRUE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,HIGH,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,FALSE,NORMAL,FALSE,HIGH,LOW
ZERO,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,TRUE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,LOW,LOW,LOW,FALSE,LOW,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
LOW,NORMAL,TRUE,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,FALSE,HIGH,FALSE,HIGH,FALSE,LOW,FALSE,HIGH,TRUE,HIGH,FALSE,FALSE,NORMAL,NORMAL,ZERO,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,HIGH,FALSE,NORMAL,FALSE,HIGH,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
LOW,LOW,FALSE,LOW,ZERO,NORMAL,LOW,ZERO,HIGH,FALSE,HIGH,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,ZERO,NORMAL,HIGH,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,TRUE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,FALSE,HIGH,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,HIGH,TRUE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,HIGH,FALSE,NORMAL,FALSE,HIGH,LOW
ZERO,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,FALSE,NORMAL,TRUE,ZERO,FALSE,HIGH,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,FALSE,HIGH,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,HIGH,TRUE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,FALSE,NORMAL,FALSE,HIGH,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,LOW,FALSE,HIGH,TRUE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,HIGH,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,TRUE,HIGH,FALSE,ZERO,FALSE,LOW,FALSE,HIGH,TRUE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,NORMAL,FALSE,HIGH,LOW
LOW,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,NORMAL,HIGH,FALSE,HIGH,FALSE,LOW,FALSE,HIGH,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,ONESIDED,LOW,LOW,HIGH,HIGH,HIGH,HIGH,LOW,NORMAL,NORMAL,FALSE,HIGH,FALSE,NORMAL,LOW
LOW,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,ZERO,NORMAL,TRUE,LOW,FALSE,HIGH,FALSE,LOW,TRUE,LOW,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,LOW,LOW,FALSE,NORMAL,FALSE,LOW,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,TRUE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
LOW,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,NORMAL,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,ESOPHAGEAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
LOW,NORMAL,TRUE,NORMAL,HIGH,NORMAL,LOW,ZERO,LOW,FALSE,LOW,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,FALSE,FALSE,NORMAL,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,HIGH,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,ONESIDED,LOW,NORMAL,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,NORMAL,FALSE,HIGH,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,LOW,NORMAL,TRUE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,LOW,FALSE,NORMAL,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,LOW,FALSE,NORMAL,FALSE,LOW,LOW
ZERO,HIGH,FALSE,HIGH,NORMAL,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,HIGH,TRUE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,HIGH,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,NORMAL,TRUE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,TRUE,NORMAL,FALSE,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,FALSE,NORMAL,FALSE,HIGH,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,HIGH,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,TRUE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,ZERO,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
LOW,NORMAL,TRUE,NORMAL,HIGH,NORMAL,HIGH,ZERO,HIGH,FALSE,HIGH,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,ZERO,HIGH,HIGH,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,HIGH
ZERO,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,LOW,LOW,FALSE,NORMAL,TRUE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,ZERO,ZERO,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,TRUE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,ZERO,ZERO,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL,LOW,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,LOW,LOW,FALSE,LOW,FALSE,ZERO,FALSE,LOW,TRUE,LOW,FALSE,LOW,TRUE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,LOW,LOW,LOW,LOW,FALSE,NORMAL,FALSE,LOW,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL,LOW,LOW,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
LOW,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,LOW,NORMAL,HIGH,FALSE,HIGH,FALSE,HIGH,FALSE,NORMAL,FALSE,HIGH,TRUE,HIGH,FALSE,FALSE,HIGH,NORMAL,LOW,NORMAL,HIGH,HIGH,HIGH,HIGH,LOW,LOW,HIGH,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,TRUE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
LOW,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,LOW,NORMAL,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,ESOPHAGEAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
LOW,LOW,FALSE,LOW,HIGH,NORMAL,LOW,ZERO,NORMAL,TRUE,HIGH,FALSE,HIGH,FALSE,LOW,TRUE,LOW,FALSE,NORMAL,TRUE,FALSE,NORMAL,NORMAL,ZERO,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,NORMAL,LOW,FALSE,NORMAL,FALSE,LOW,LOW
ZERO,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,LOW,LOW,LOW,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,TRUE,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,LOW,TRUE,LOW,FALSE,HIGH,TRUE,FALSE,NORMAL,NORMAL,ZERO,ZERO,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,LOW,FALSE,NORMAL,FALSE,LOW,LOW
LOW,NORMAL,FALSE,ZERO,HIGH,NORMAL,LOW,ZERO,LOW,FALSE,LOW,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,FALSE,FALSE,LOW,NORMAL,ZERO,NORMAL,NORMAL,NORMAL,NORMAL,NORMAL,LOW,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
LOW,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,NORMAL,LOW,FALSE,LOW,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,FALSE,FALSE,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,NORMAL,NORMAL,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,NORMAL,LOW,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,LOW,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,FALSE,HIGH,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,LOW,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,LOW,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,ONESIDED,LOW,NORMAL,HIGH,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL,FALSE,HIGH,FALSE,NORMAL,LOW
LOW,HIGH,FALSE,HIGH,NORMAL,NORMAL,LOW,ZERO,HIGH,FALSE,HIGH,FALSE,HIGH,FALSE,NORMAL,FALSE,HIGH,TRUE,HIGH,FALSE,FALSE,NORMAL,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,FALSE,NORMAL,FALSE,HIGH,LOW
LOW,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,NORMAL,NORMAL,TRUE,HIGH,FALSE,ZERO,FALSE,LOW,TRUE,LOW,TRUE,NORMAL,TRUE,FALSE,NORMAL,ONESIDED,LOW,LOW,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,LOW,FALSE,HIGH,FALSE,LOW,LOW
LOW,HIGH,FALSE,HIGH,LOW,NORMAL,LOW,ZERO,HIGH,FALSE,HIGH,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,HIGH,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL,TRUE,NORMAL,FALSE,NORMAL,LOW
LOW,LOW,FALSE,LOW,HIGH,NORMAL,LOW,ZERO,HIGH,FALSE,HIGH,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,ZERO,NORMAL,HIGH,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL,TRUE,HIGH,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
NORMAL,NORMAL,FALSE,HIGH,LOW,NORMAL,LOW,NORMAL,LOW,TRUE,LOW,FALSE,LOW,FALSE,LOW,FALSE,HIGH,TRUE,HIGH,FALSE,FALSE,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,LOW,LOW,NORMAL,HIGH,HIGH,FALSE,NORMAL,FALSE,HIGH,LOW
LOW,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,ZERO,LOW,FALSE,LOW,FALSE,HIGH,FALSE,HIGH,FALSE,NORMAL,FALSE,LOW,FALSE,FALSE,NORMAL,NORMAL,HIGH,NORMAL,NORMAL,NORMAL,NORMAL,HIGH,NORMAL,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
LOW,HIGH,FALSE,HIGH,LOW,NORMAL,LOW,NORMAL,HIGH,FALSE,HIGH,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,HIGH,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,TRUE,NORMAL,FALSE,HIGH,TRUE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,FALSE,NORMAL,FALSE,HIGH,LOW
ZERO,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
LOW,NORMAL,FALSE,LOW,HIGH,NORMAL,LOW,ZERO,HIGH,FALSE,HIGH,FALSE,HIGH,FALSE,NORMAL,FALSE,NORMAL,TRUE,HIGH,FALSE,FALSE,NORMAL,NORMAL,ZERO,NORMAL,HIGH,NORMAL,HIGH,HIGH,LOW,LOW,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,LOW,LOW,LOW,FALSE,NORMAL,FALSE,NORMAL,LOW
LOW,NORMAL,FALSE,HIGH,LOW,NORMAL,LOW,ZERO,NORMAL,TRUE,HIGH,FALSE,HIGH,FALSE,LOW,TRUE,LOW,FALSE,NORMAL,TRUE,FALSE,NORMAL,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,LOW,LOW,LOW,LOW,FALSE,NORMAL,FALSE,LOW,LOW
ZERO,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,LOW,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,LOW,LOW,HIGH,NORMAL,FALSE,NORMAL,FALSE,LOW,LOW
LOW,HIGH,FALSE,HIGH,LOW,NORMAL,LOW,ZERO,HIGH,FALSE,HIGH,FALSE,HIGH,FALSE,NORMAL,FALSE,HIGH,TRUE,HIGH,FALSE,FALSE,NORMAL,NORMAL,HIGH,NORMAL,HIGH,NORMAL,HIGH,HIGH,HIGH,NORMAL,HIGH,FALSE,NORMAL,FALSE,HIGH,LOW
LOW,NORMAL,TRUE,NORMAL,HIGH,NORMAL,LOW,ZERO,HIGH,FALSE,NORMAL,TRUE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,HIGH,NORMAL,ZERO,NORMAL,HIGH,NORMAL,HIGH,HIGH,NORMAL,NORMAL,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,NORMAL,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,LOW,LOW,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,LOW,FALSE,LOW,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,LOW,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,NORMAL,NORMAL,LOW,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
HIGH,NORMAL,FALSE,ZERO,HIGH,NORMAL,LOW,HIGH,HIGH,FALSE,HIGH,FALSE,LOW,FALSE,NORMAL,FALSE,HIGH,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,ZERO,LOW,HIGH,HIGH,HIGH,HIGH,NORMAL,LOW,HIGH,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,LOW,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,LOW,TRUE,LOW,FALSE,HIGH,TRUE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,LOW,NORMAL,HIGH,LOW,TRUE,NORMAL,FALSE,LOW,LOW
LOW,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,NORMAL,HIGH,FALSE,HIGH,FALSE,HIGH,FALSE,HIGH,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,ZERO,NORMAL,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
ZERO,NORMAL,FALSE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,LOW,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,HIGH,FALSE,NORMAL,FALSE,LOW,LOW
ZERO,NORMAL,TRUE,NORMAL,HIGH,NORMAL,LOW,LOW,HIGH,FALSE,HIGH,FALSE,ZERO,FALSE,NORMAL,FALSE,NORMAL,FALSE,HIGH,FALSE,FALSE,NORMAL,NORMAL,ZERO,ZERO,HIGH,HIGH,HIGH,HIGH,HIGH,HIGH,NORMAL,FALSE,NORMAL,FALSE,NORMAL,LOW
